epi_week,date,country,state,city,newDeaths,deaths,newCases,totalCases,deathsMS,totalCasesMS,deaths_per_100k_inhabitants,totalCases_per_100k_inhabitants,deaths_by_totalCases,recovered,suspects,tests,tests_per_100k_inhabitants,vaccinated,vaccinated_per_100_inhabitants,vaccinated_second,vaccinated_second_per_100_inhabitants,vaccinated_single,vaccinated_single_per_100_inhabitants,vaccinated_third,vaccinated_third_per_100_inhabitants
129,2021-07-21,Brazil,PE,TOTAL,56,18444,1814,581593,18444,581593,19.298.800,608.547.326,3.171,500584,2263,2056126,2.151.418.567,3875457,4.055.068,1294858,1.354.869,161711,169.206,,
129,2021-07-22,Brazil,PE,TOTAL,58,18502,1256,582849,18502,582849,19.359.488,609.861.536,3.174,500584,2263,2056126,2.151.418.567,3931320,4.113.520,1314806,1.375.742,162549,170.082,,
129,2021-07-23,Brazil,PE,TOTAL,46,18548,1120,583969,18548,583969,19.407.620,611.033.443,3.176,500584,2263,2056126,2.151.418.567,3998422,4.183.732,1350253,1.412.831,163260,170.826,,
129,2021-07-24,Brazil,PE,TOTAL,51,18599,700,584669,18599,584669,19.460.983,611.765.885,3.181,508262,2263,2056126,2.151.418.567,4022910,4.209.355,1359739,1.422.757,163646,171.230,,
130,2021-07-25,Brazil,PE,TOTAL,17,18616,945,585614,18616,585614,19.478.771,612.754.682,3.179,508262,2263,2056126,2.151.418.567,4046216,4.233.741,1362846,1.426.008,163879,171.474,,
130,2021-07-26,Brazil,PE,TOTAL,13,18629,409,586023,18629,586023,19.492.374,613.182.637,3.179,508262,2263,2056126,2.151.418.567,4086431,4.275.819,1381834,1.445.876,164135,171.742,,
130,2021-07-27,Brazil,PE,TOTAL,36,18665,831,586854,18665,586854,19.530.042,614.052.150,3.181,508262,2263,2056126,2.151.418.567,4122083,4.313.124,1399686,1.464.555,164468,172.090,,
130,2021-07-28,Brazil,PE,TOTAL,37,18702,995,587849,18702,587849,19.568.757,615.093.264,3.181,508262,2263,2056126,2.151.418.567,4169393,4.362.626,1419543,1.485.333,164903,172.546,,
130,2021-07-29,Brazil,PE,TOTAL,34,18736,1038,588887,18736,588887,19.604.333,616.179.371,3.182,508262,2263,2056126,2.151.418.567,4198645,4.393.234,1440087,1.506.829,165241,172.899,,
130,2021-07-30,Brazil,PE,TOTAL,32,18768,956,589843,18768,589843,19.637.816,617.179.678,3.182,508262,2263,2056126,2.151.418.567,4237144,4.433.517,1454804,1.522.228,166300,174.007,,
130,2021-07-31,Brazil,PE,TOTAL,16,18784,942,590785,18784,590785,19.654.557,618.165.335,3.179,508262,2263,2056126,2.151.418.567,4257452,4.454.767,1469314,1.537.410,166560,174.279,,
131,2021-08-01,Brazil,PE,TOTAL,24,18808,643,591428,18808,591428,19.679.670,618.838.136,3.180,508262,2263,2056126,2.151.418.567,4276014,4.474.189,1475072,1.543.435,166585,174.305,,
131,2021-08-02,Brazil,PE,TOTAL,14,18822,524,591952,18822,591952,19.694.318,619.386.421,3.180,508262,2263,2056126,2.151.418.567,4299426,4.498.686,1484522,1.553.323,166780,174.510,,
131,2021-08-03,Brazil,PE,TOTAL,35,18857,772,592724,18857,592724,19.730.941,620.194.200,3.181,508262,2263,2056126,2.151.418.567,4340662,4.541.833,1566381,1.638.976,167023,174.764,,
131,2021-08-04,Brazil,PE,TOTAL,42,18899,738,593462,18899,593462,19.774.887,620.966.403,3.185,508262,2263,2056126,2.151.418.567,4377651,4.580.536,1599341,1.673.464,167162,174.909,,
131,2021-08-05,Brazil,PE,TOTAL,42,18941,644,594106,18941,594106,19.818.834,621.640.249,3.188,520955,2263,2218686,2.321.512.522,4423202,4.628.198,1629297,1.704.808,167668,175.439,,
131,2021-08-06,Brazil,PE,TOTAL,26,18967,690,594796,18967,594796,19.846.039,622.362.228,3.189,520955,2263,2218686,2.321.512.522,4474709,4.682.092,1658716,1.735.590,167859,175.639,,
131,2021-08-07,Brazil,PE,TOTAL,38,19005,723,595519,19005,595519,19.885.800,623.118.736,3.191,520955,2263,2218686,2.321.512.522,4512665,4.721.808,1672280,1.749.783,168135,175.927,,
132,2021-08-08,Brazil,PE,TOTAL,11,19016,323,595842,19016,595842,19.897.310,623.456.706,3.191,520955,2263,2218686,2.321.512.522,4531487,4.741.502,1684368,1.762.431,168162,175.956,,
132,2021-08-09,Brazil,PE,TOTAL,12,19028,100,595942,19028,595942,19.909.866,623.561.340,3.193,520955,2263,2218686,2.321.512.522,4556669,4.767.851,1696662,1.775.295,168223,176.019,,
132,2021-08-10,Brazil,PE,TOTAL,44,19072,571,596513,19072,596513,19.955.905,624.158.803,3.197,524525,2263,2218686,2.321.512.522,4590028,4.802.756,1727429,1.807.488,168315,176.116,,
132,2021-08-11,Brazil,PE,TOTAL,29,19101,825,597338,19101,597338,19.986.249,625.022.039,3.198,524525,2263,2218686,2.321.512.522,4640896,4.855.982,1753132,1.834.382,169706,177.571,,
132,2021-08-12,Brazil,PE,TOTAL,16,19117,712,598050,19117,598050,20.002.990,625.767.037,3.197,524525,2263,2218686,2.321.512.522,4694068,4.911.618,1777064,1.859.423,169976,177.854,,
132,2021-08-13,Brazil,PE,TOTAL,18,19135,658,598708,19135,598708,20.021.825,626.455.532,3.196,524525,2263,2218686,2.321.512.522,4743212,4.963.039,1805418,1.889.091,169995,177.874,,
132,2021-08-14,Brazil,PE,TOTAL,17,19152,1294,600002,19152,600002,20.039.613,627.809.504,3.192,524525,2263,2218686,2.321.512.522,4785228,5.007.003,1824106,1.908.645,170286,178.178,,
133,2021-08-15,Brazil,PE,TOTAL,8,19160,290,600292,19160,600292,20.047.983,628.112.944,3.192,524525,2263,2218686,2.321.512.522,4795863,5.018.131,1828097,1.912.821,170408,178.306,,
133,2021-08-16,Brazil,PE,TOTAL,13,19173,200,600492,19173,600492,20.061.586,628.322.213,3.193,524525,2263,2218686,2.321.512.522,4842162,5.066.575,1862098,1.948.398,170638,178.546,,
133,2021-08-17,Brazil,PE,TOTAL,15,19188,584,601076,19188,601076,20.077.281,628.933.279,3.192,524525,2263,2218686,2.321.512.522,4901484,5.128.647,1904392,1.992.652,170912,178.833,,
133,2021-08-18,Brazil,PE,TOTAL,25,19213,898,601974,19213,601974,20.103.440,629.872.897,3.192,531276,2263,2218686,2.321.512.522,4952341,5.181.861,1939968,2.029.877,171795,179.757,,
133,2021-08-19,Brazil,PE,TOTAL,11,19224,533,602507,19224,602507,20.114.949,630.430.600,3.191,531276,2386,2218686,2.321.512.522,5000641,5.232.399,1986077,2.078.123,172037,180.010,,
133,2021-08-20,Brazil,PE,TOTAL,38,19262,550,603057,19262,603057,20.154.711,631.006.090,3.194,531276,2386,2218686,2.321.512.522,5056659,5.291.013,2033124,2.127.351,172492,180.486,,
133,2021-08-21,Brazil,PE,TOTAL,25,19287,477,603534,19287,603534,20.180.869,631.505.197,3.196,531276,2386,2218686,2.321.512.522,5089854,5.325.747,2058447,2.153.847,172671,180.674,,
134,2021-08-22,Brazil,PE,TOTAL,9,19296,179,603713,19296,603713,20.190.286,631.692.492,3.196,531276,2386,2218686,2.321.512.522,5109241,5.346.032,2067770,2.163.602,172712,180.716,,
134,2021-08-23,Brazil,PE,TOTAL,10,19306,114,603827,19306,603827,20.200.750,631.811.776,3.197,534599,2386,2218686,2.321.512.522,5131673,5.369.504,2081082,2.177.531,172981,180.998,,
134,2021-08-24,Brazil,PE,TOTAL,8,19314,504,604331,19314,604331,20.209.121,632.339.134,3.196,534599,2386,2218686,2.321.512.522,5177851,5.417.822,2138761,2.237.883,172987,181.004,,
134,2021-08-25,Brazil,PE,TOTAL,15,19329,660,604991,19329,604991,20.224.816,633.029.722,3.195,536047,2386,2218686,2.321.512.522,5253764,5.497.253,2175530,2.276.356,172991,181.008,,
134,2021-08-26,Brazil,PE,TOTAL,8,19337,527,605518,19337,605518,20.233.187,633.581.146,3.193,536047,2386,2218686,2.321.512.522,5305801,5.551.702,2203278,2.305.390,172991,181.008,,
134,2021-08-27,Brazil,PE,TOTAL,8,19345,486,606004,19345,606004,20.241.557,634.089.670,3.192,536047,2386,2218686,2.321.512.522,5394063,5.644.055,2234509,2.338.069,172991,181.008,,
134,2021-08-28,Brazil,PE,TOTAL,14,19359,435,606439,19359,606439,20.256.206,634.544.831,3.192,536047,2386,2218686,2.321.512.522,5411713,5.662.523,2248948,2.353.177,172991,181.008,,
135,2021-08-29,Brazil,PE,TOTAL,5,19364,231,606670,19364,606670,20.261.438,634.786.537,3.192,536047,2386,2218686,2.321.512.522,5427577,5.679.122,2256700,2.361.288,172991,181.008,,
135,2021-08-30,Brazil,PE,TOTAL,6,19370,351,607021,19370,607021,20.267.716,635.153.804,3.191,536047,2386,2218686,2.321.512.522,5479594,5.733.550,2280842,2.386.549,172991,181.008,,
135,2021-08-31,Brazil,PE,TOTAL,13,19383,508,607529,19383,607529,20.281.318,635.685.348,3.190,536047,2386,2218686,2.321.512.522,5525936,5.782.039,2324327,2.432.050,172991,181.008,,
135,2021-09-01,Brazil,PE,TOTAL,28,19411,1057,608586,19411,608586,20.310.616,636.791.335,3.190,536047,2386,2218686,2.321.512.522,5590053,5.849.128,2367706,2.477.439,172991,181.008,,
135,2021-09-02,Brazil,PE,TOTAL,14,19425,571,609157,19425,609157,20.325.265,637.388.798,3.189,536047,2386,2218686,2.321.512.522,5621700,5.882.242,2405269,2.516.743,172991,181.008,,
135,2021-09-03,Brazil,PE,TOTAL,20,19445,541,609698,19445,609698,20.346.192,637.954.871,3.189,542523,2386,2218686,2.321.512.522,5667073,5.929.717,2434623,2.547.457,172991,181.008,,
135,2021-09-04,Brazil,PE,TOTAL,6,19451,361,610059,19451,610059,20.352.470,638.332.602,3.188,542523,2386,2218686,2.321.512.522,5685410,5.948.904,2457418,2.571.309,172991,181.008,,
136,2021-09-05,Brazil,PE,TOTAL,11,19462,238,610297,19462,610297,20.363.980,638.581.632,3.189,542523,2386,2218686,2.321.512.522,5704329,5.968.700,2466232,2.580.531,172991,181.008,,
136,2021-09-06,Brazil,PE,TOTAL,7,19469,443,610740,19469,610740,20.371.304,639.045.164,3.188,542523,2386,2218686,2.321.512.522,5745434,6.011.710,2487645,2.602.937,172991,181.008,,
136,2021-09-07,Brazil,PE,TOTAL,7,19476,240,610980,19476,610980,20.378.629,639.296.286,3.188,542523,2386,2218686,2.321.512.522,5773679,6.041.264,2507700,2.623.921,172991,181.008,,
136,2021-09-08,Brazil,PE,TOTAL,9,19485,495,611475,19485,611475,20.388.046,639.814.228,3.187,542523,2386,2218686,2.321.512.522,5806394,6.075.495,2533208,2.650.611,172991,181.008,,
136,2021-09-09,Brazil,PE,TOTAL,12,19497,264,611739,19497,611739,20.400.602,640.090.463,3.187,542523,2386,2218686,2.321.512.522,5852094,6.123.313,2587433,2.707.349,172991,181.008,,
136,2021-09-10,Brazil,PE,TOTAL,14,19511,941,612680,19511,612680,20.415.251,641.075.074,3.185,542523,2386,2218686,2.321.512.522,5876384,6.148.729,2615611,2.736.833,172991,181.008,,
136,2021-09-11,Brazil,PE,TOTAL,18,19529,177,612857,19529,612857,20.434.085,641.260.277,3.187,547835,2386,2218686,2.321.512.522,5896074,6.169.332,2634553,2.756.653,172991,181.008,,
137,2021-09-12,Brazil,PE,TOTAL,10,19539,579,613436,19539,613436,20.444.548,641.866.111,3.185,547835,2386,2218686,2.321.512.522,5904173,6.177.806,2653700,2.776.688,172991,181.008,,
137,2021-09-13,Brazil,PE,TOTAL,13,19552,90,613526,19552,613526,20.458.151,641.960.283,3.187,547835,2386,2218686,2.321.512.522,5942401,6.217.806,2695366,2.820.285,172991,181.008,3,3
137,2021-09-14,Brazil,PE,TOTAL,8,19560,615,614141,19560,614141,20.466.522,642.603.785,3.185,547835,2386,2218686,2.321.512.522,5998742,6.276.758,2740350,2.867.353,172991,181.008,3,3
137,2021-09-15,Brazil,PE,TOTAL,14,19574,289,614430,19574,614430,20.481.170,642.906.179,3.186,547835,2386,2218686,2.321.512.522,6029879,6.309.338,2781179,2.910.075,172991,181.008,3,3
137,2021-09-16,Brazil,PE,TOTAL,12,19586,430,614860,19586,614860,20.493.727,643.356.108,3.185,547835,2386,2218686,2.321.512.522,6066810,6.347.980,2830071,2.961.233,172991,181.008,3,3
137,2021-09-17,Brazil,PE,TOTAL,9,19595,336,615196,19595,615196,20.503.144,643.707.680,3.185,547835,2386,2218686,2.321.512.522,6103285,6.386.146,2883668,3.017.314,172991,181.008,3,3
137,2021-09-18,Brazil,PE,TOTAL,10,19605,354,615550,19605,615550,20.513.607,644.078.086,3.185,547835,2386,2218686,2.321.512.522,6122498,6.406.249,2909721,3.044.574,172991,181.008,475,497
138,2021-09-19,Brazil,PE,TOTAL,7,19612,122,615672,19612,615672,20.520.932,644.205.740,3.185,547835,2386,2218686,2.321.512.522,6138399,6.422.887,2924464,3.060.000,172991,181.008,547,572
138,2021-09-20,Brazil,PE,TOTAL,8,19620,151,615823,19620,615823,20.529.302,644.363.739,3.186,547835,2386,2218686,2.321.512.522,6173067,6.459.162,2952912,3.089.767,172991,181.008,3135,3.280
138,2021-09-21,Brazil,PE,TOTAL,19,19639,305,616128,19639,616128,20.549.183,644.682.874,3.187,547835,2386,2218686,2.321.512.522,6228906,6.517.589,3017214,3.157.049,172991,181.008,4045,4.232
138,2021-09-22,Brazil,PE,TOTAL,8,19647,782,616910,19647,616910,20.557.554,645.501.116,3.185,547835,2386,2218686,2.321.512.522,6252187,6.541.949,3060273,3.202.103,172991,181.008,5081,5.316
138,2021-09-23,Brazil,PE,TOTAL,12,19659,394,617304,19659,617304,20.570.110,645.913.377,3.185,553069,2386,2218686,2.321.512.522,6286416,6.577.764,3112838,3.257.105,172991,181.008,7020,7.345
138,2021-09-24,Brazil,PE,TOTAL,14,19673,1023,618327,19673,618327,20.584.759,646.983.788,3.182,555266,2386,2218686,2.321.512.522,6306158,6.598.421,3162088,3.308.637,172991,181.008,8213,8.594
138,2021-09-25,Brazil,PE,TOTAL,10,19683,516,618843,19683,618843,20.595.222,647.523.703,3.181,555266,2386,2218686,2.321.512.522,6311482,6.603.992,3183571,3.331.116,172991,181.008,8328,8.714
139,2021-09-26,Brazil,PE,TOTAL,10,19693,205,619048,19693,619048,20.605.686,647.738.203,3.181,555266,2386,2218686,2.321.512.522,6317926,6.610.735,3201096,3.349.453,172991,181.008,9229,9.657
139,2021-09-27,Brazil,PE,TOTAL,7,19700,191,619239,19700,619239,20.613.010,647.938.055,3.181,555266,2386,2218686,2.321.512.522,6331777,6.625.228,3233865,3.383.741,173073,181.094,14484,15.155
139,2021-09-28,Brazil,PE,TOTAL,12,19712,312,619551,19712,619551,20.625.566,648.264.515,3.182,555266,2386,2218686,2.321.512.522,6356643,6.651.246,3289443,3.441.894,173073,181.094,14660,15.339
139,2021-09-29,Brazil,PE,TOTAL,12,19724,623,620174,19724,620174,20.638.122,648.916.389,3.180,555266,2386,2218686,2.321.512.522,6376401,6.671.920,3336109,3.490.723,173073,181.094,21334,22.323
139,2021-09-30,Brazil,PE,TOTAL,16,19740,549,620723,19740,620723,20.654.864,649.490.832,3.180,555266,2386,2218686,2.321.512.522,6417250,6.714.662,3434518,3.593.693,173073,181.094,23979,25.090
139,2021-10-01,Brazil,PE,TOTAL,7,19747,469,621192,19747,621192,20.662.188,649.981.569,3.179,555266,2386,2218686,2.321.512.522,6441105,6.739.622,3469363,3.630.153,173073,181.094,27191,28.451
139,2021-10-02,Brazil,PE,TOTAL,7,19754,441,621633,19754,621633,20.669.513,650.443.007,3.178,558896,2386,2218686,2.321.512.522,6445527,6.744.249,3478346,3.639.552,173073,181.094,28750,30.082
140,2021-10-03,Brazil,PE,TOTAL,10,19764,201,621834,19764,621834,20.679.976,650.653.323,3.178,558896,2386,2218686,2.321.512.522,6459788,6.759.171,3514354,3.677.229,173073,181.094,33195,34.733
140,2021-10-04,Brazil,PE,TOTAL,16,19780,94,621928,19780,621928,20.696.718,650.751.679,3.180,558896,2386,2218686,2.321.512.522,6473488,6.773.506,3538655,3.702.656,173073,181.094,35791,37.450
140,2021-10-05,Brazil,PE,TOTAL,13,19793,374,622302,19793,622302,20.710.320,651.143.012,3.181,558896,2386,2218686,2.321.512.522,6492181,6.793.066,3590021,3.756.403,173073,181.094,38391,40.170
140,2021-10-06,Brazil,PE,TOTAL,12,19805,440,622742,19805,622742,20.722.876,651.603.404,3.180,558896,2386,2218686,2.321.512.522,6519498,6.821.649,3653329,3.822.645,173073,181.094,42469,44.437
140,2021-10-07,Brazil,PE,TOTAL,12,19817,402,623144,19817,623144,20.735.432,652.024.035,3.180,560586,2386,2218686,2.321.512.522,6530328,6.832.981,3683558,3.854.275,173073,181.094,46663,48.826
140,2021-10-08,Brazil,PE,TOTAL,12,19829,417,623561,19829,623561,20.747.989,652.460.362,3.180,560586,2386,2218686,2.321.512.522,6558381,6.862.334,3725819,3.898.495,173073,181.094,78882,82.538
140,2021-10-09,Brazil,PE,TOTAL,10,19839,457,624018,19839,624018,20.758.452,652.938.542,3.179,561774,2386,2218686,2.321.512.522,6562898,6.867.060,3761653,3.935.989,173073,181.094,85456,89.417
141,2021-10-10,Brazil,PE,TOTAL,6,19845,179,624197,19845,624197,20.764.730,653.125.837,3.179,561774,2386,2218686,2.321.512.522,6568234,6.872.643,3768749,3.943.414,175175,183.294,86780,90.802
141,2021-10-11,Brazil,PE,TOTAL,5,19850,152,624349,19850,624349,20.769.962,653.284.882,3.179,561774,2386,2218686,2.321.512.522,6573166,6.877.804,3795041,3.970.925,175526,183.661,92541,96.830
141,2021-10-12,Brazil,PE,TOTAL,5,19855,210,624559,19855,624559,20.775.194,653.504.615,3.179,561774,2386,2452546,2.566.210.924,6586734,6.892.001,3800535,3.976.673,175526,183.661,95851,100.293
141,2021-10-13,Brazil,PE,TOTAL,2,19857,171,624730,19857,624730,20.777.286,653.683.540,3.178,561774,2386,2452546,2.566.210.924,6593843,6.899.439,3839849,4.017.809,175526,183.661,111527,116.696
141,2021-10-14,Brazil,PE,TOTAL,9,19866,417,625147,19866,625147,20.786.703,654.119.866,3.178,562626,2386,2452546,2.566.210.924,6597587,6.903.357,3874795,4.054.375,175526,183.661,120395,125.975
141,2021-10-15,Brazil,PE,TOTAL,11,19877,414,625561,19877,625561,20.798.213,654.553.053,3.177,562626,2386,2452546,2.566.210.924,6611188,6.917.588,3919862,4.101.531,175526,183.661,132022,138.141
141,2021-10-16,Brazil,PE,TOTAL,8,19885,408,625969,19885,625969,20.806.584,654.979.962,3.177,562626,2386,2452546,2.566.210.924,6629011,6.936.237,3954901,4.138.194,175537,183.672,145871,152.631
142,2021-10-17,Brazil,PE,TOTAL,5,19890,289,626258,19890,626258,20.811.816,655.282.356,3.176,562626,2386,2452546,2.566.210.924,6634128,6.941.591,3973693,4.157.857,175537,183.672,151053,158.054
142,2021-10-18,Brazil,PE,TOTAL,3,19893,50,626308,19893,626308,20.814.955,655.334.673,3.176,562626,2386,2452546,2.566.210.924,6657162,6.965.693,4009165,4.194.972,175537,183.672,160992,168.453
142,2021-10-19,Brazil,PE,TOTAL,15,19908,473,626781,19908,626781,20.830.650,655.829.595,3.176,562626,2386,2452546,2.566.210.924,6686874,6.996.782,4079809,4.268.891,175537,183.672,170665,178.575
142,2021-10-20,Brazil,PE,TOTAL,6,19914,407,627188,19914,627188,20.836.928,656.255.457,3.175,562626,2386,2452546,2.566.210.924,6694967,7.005.250,4118409,4.309.279,175537,183.672,181615,190.032
142,2021-10-21,Brazil,PE,TOTAL,9,19923,469,627657,19923,627657,20.846.345,656.746.193,3.174,562626,2386,2452546,2.566.210.924,6710537,7.021.541,4159988,4.352.785,175537,183.672,193878,202.863
142,2021-10-22,Brazil,PE,TOTAL,12,19935,468,628125,19935,628125,20.858.901,657.235.883,3.174,562626,2386,2452546,2.566.210.924,6738918,7.051.238,4222714,4.418.419,175537,183.672,207312,216.920
142,2021-10-23,Brazil,PE,TOTAL,5,19940,463,628588,19940,628588,20.864.133,657.720.341,3.172,562626,2386,2452546,2.566.210.924,6760088,7.073.389,4254607,4.451.790,175537,183.672,215479,225.466
143,2021-10-24,Brazil,PE,TOTAL,4,19944,169,628757,19944,628757,20.868.318,657.897.174,3.172,562626,2386,2452546,2.566.210.924,6763800,7.077.273,4263693,4.461.297,175537,183.672,216822,226.871
143,2021-10-25,Brazil,PE,TOTAL,4,19948,138,628895,19948,628895,20.872.504,658.041.569,3.172,562626,2386,2452546,2.566.210.924,6785823,7.100.317,4313599,4.513.516,175537,183.672,227690,238.242
143,2021-10-26,Brazil,PE,TOTAL,11,19959,328,629223,19959,629223,20.884.014,658.384.771,3.172,562626,2386,2452546,2.566.210.924,6814805,7.130.642,4365899,4.568.240,175537,183.672,241453,252.643
143,2021-10-27,Brazil,PE,TOTAL,11,19970,566,629789,19970,629789,20.895.523,658.977.002,3.171,567431,2386,2452546,2.566.210.924,6828374,7.144.840,4416321,4.620.998,175537,183.672,256778,268.679
143,2021-10-28,Brazil,PE,TOTAL,20,19990,731,630520,19990,630520,20.916.450,659.741.881,3.170,567431,2386,2452546,2.566.210.924,6847477,7.164.828,4466170,4.673.158,175537,183.672,270755,283.303
143,2021-10-29,Brazil,PE,TOTAL,11,20001,460,630980,20001,630980,20.927.960,660.223.200,3.170,569115,2386,2452546,2.566.210.924,6870351,7.188.762,4513996,4.723.200,175537,183.672,287910,301.253
143,2021-10-30,Brazil,PE,TOTAL,6,20007,652,631632,20007,631632,20.934.238,660.905.418,3.168,569115,2386,2452546,2.566.210.924,6902121,7.222.005,4586426,4.798.987,175537,183.672,293811,307.428
144,2021-10-31,Brazil,PE,TOTAL,11,20018,260,631892,20018,631892,20.945.748,661.177.467,3.168,569115,2386,2452546,2.566.210.924,6908122,7.228.284,4597566,4.810.643,175537,183.672,293979,307.604